epoch,loss
0,0.24914979005262736
1,0.23008582468214078
2,0.21991677230372764
3,0.21312495099732529
4,0.20789015690369786
5,0.20354852934203696
6,0.19993913578079509
7,0.1967851477714614
8,0.19407477401515086
9,0.1916525193490663
10,0.1894474085281093
11,0.18751038621274213
12,0.18573146210440433
13,0.18411489199114672
14,0.18265478037846583
15,0.1812850177985208
16,0.17999276916960955
17,0.17882440286789897
18,0.17774153008064472
19,0.17669646517405374
20,0.1757789791378604
21,0.17485476630882146
22,0.17399398009402717
23,0.17318427637773617
24,0.1724142247035151
25,0.17172808409843515
26,0.17101858847734105
27,0.17036581876683515
28,0.16973080018577075
29,0.16912815446450755
30,0.16849406995147578
31,0.1680114897345187
32,0.16746915751745925
33,0.1669021972102264
34,0.1663822122179232
35,0.1659088507886811
36,0.16542616997176385
37,0.16499020930186611
38,0.16455172593799958
39,0.16416501474912515
40,0.1637215815029856
41,0.16338115507344472
42,0.16290561081546148
43,0.1625789646208774
44,0.16220123180474744
45,0.16191237762439975
46,0.16161282673396202
47,0.16125011912165335
48,0.1609459720149871
49,0.1606940364049312
50,0.16035182285329982
51,0.16008682332610877
52,0.15983135047338232
53,0.15958369011119186
54,0.1593059660458097
55,0.1590771095767915
56,0.1587912129704945
57,0.15860235284330088
58,0.15839409135560448
59,0.15817265016503687
60,0.1579952025353699
61,0.1577708408835377
62,0.15754164119802366
63,0.1573933346063555
64,0.15714766287590795
65,0.15698440518376267
66,0.1567487083873785
67,0.15663803822050917
68,0.1564138435345227
69,0.15621599549743842
70,0.156114659917747
71,0.1559301917110018
72,0.15581168591014696
73,0.15566502897403142
74,0.1555372121830208
75,0.15537554879683804
76,0.15523783113991477
77,0.15510569559384202
78,0.1549354831989633
79,0.1548741423515415
80,0.1546852008799047
81,0.15450553338245618
82,0.1544276964817091
83,0.15433161472162876
84,0.15416862040886933
85,0.15405264811719388
86,0.15391363863045876
87,0.15379025505530597
88,0.1537241476805291
89,0.15362951744580108
90,0.15348938888245905
91,0.15341298817292084
92,0.15327110667103627
93,0.1531895453002475
94,0.15314043421013906
95,0.15295261769797272
96,0.15287457018749817
97,0.15278230123942171
98,0.1527007143891237
99,0.15261484227220343
100,0.15255717643700464
101,0.15245385307868412
102,0.15233378457913374
103,0.1522097918722689
104,0.15220304299192483
105,0.1521155829402336
106,0.1519869675272417
107,0.15190505928289985
108,0.15173832886258698
109,0.15164638902221003
110,0.15162304042440952
111,0.15149710171155464
112,0.15148504966870735
113,0.1514507905024811
114,0.15131294059160064
115,0.15128092846282934
116,0.15117746181205952
117,0.1511197022612455
118,0.15102185412542335
119,0.1509251926242917
120,0.15078261093299217
121,0.1507853927391716
122,0.1507256344049695
123,0.15068793091581834
124,0.1505561001349341
125,0.15058731928202995
126,0.15050342570581035
127,0.1504245387668573
128,0.15037459101994097
129,0.1503034977970334
130,0.15023607362521263
131,0.1501609527515125
132,0.15013361268300487
133,0.15007164800715342
134,0.1499609290312817
135,0.14992511506065603
136,0.14985361707497813
137,0.14984138487091342
138,0.14976938183749408
139,0.14969841798559735
140,0.14971796347735214
141,0.14961858601357322
142,0.1494936469920682
