iter,acc,nmi,ari,loss
0,0.43698,0.30215,0.26211,0.0
30,0.20456,0.16866,0.00076,0.12983843584855398
60,0.28092,0.25687,0.09294,0.10321289375424385
90,0.3148,0.23375,0.12122,0.09878203546007475
120,0.34448,0.30768,0.13871,0.08893425911664962
