epoch,loss
0,0.06046304186507789
1,0.06031400580507654
2,0.06017455943725243
3,0.05978312852937832
4,0.059883473958698384
5,0.05975710016049027
6,0.05984680282313432
7,0.06008169424358324
8,0.060023412363886974
9,0.059899249617889457
10,0.05991197961107191
11,0.060010840705310015
12,0.05993234535687486
13,0.05982435554169801
14,0.05969730712332135
15,0.059752067550265436
16,0.059695527794537594
17,0.059618615808687464
18,0.05984313976877685
19,0.059822970062806846
20,0.05976123012190579
21,0.05978047145668082
22,0.05955609005844704
23,0.05947098312369755
24,0.05968040017957359
25,0.059495406465010565
26,0.059493716948933545
27,0.05956594609911281
28,0.059594657508030495
29,0.059462211700024845
30,0.059396992881976585
31,0.05949650851978848
32,0.059386843601305576
33,0.059306629388298227
34,0.059373709027170415
35,0.059513156842132306
36,0.059472493057940556
37,0.059276373482137594
38,0.05943308180380656
39,0.05921861072066764
40,0.05911114247618735
41,0.05917999672824791
42,0.059272377121744255
43,0.05913133241954519
44,0.05919842881245592
45,0.059347370590604374
46,0.05937960829259696
47,0.059285961479225095
48,0.059228032435162406
49,0.059363712301570205
50,0.05935832986569828
51,0.059330377309985485
52,0.05910834940259329
53,0.059267620453494554
54,0.05923949752172764
55,0.05920905619709421
56,0.05920549000479272
57,0.058959472261762944
58,0.058970299949505096
59,0.05903336689320963
60,0.05891442952580681
61,0.05879428123919268
62,0.05872797864568527
63,0.0588771253824234
64,0.058971846627222525
65,0.05893774476231419
66,0.05897888746946605
67,0.0588899500586901
68,0.05873376365935865
69,0.0587831620741583
70,0.05890560637484784
71,0.058711053688603576
72,0.05884766033029739
73,0.05900633614923551
74,0.058945920325878795
75,0.05875001309312559
76,0.05868697317918975
77,0.058599651808061155
78,0.058609127924717834
79,0.05859820403011396
80,0.05849259898829912
81,0.05843653531084622
82,0.05879987450034785
83,0.05875261310531565
84,0.0586676291547364
85,0.058559411094524345
86,0.05871782039215893
87,0.05862288164991484
88,0.058620155799852934
89,0.05846050324255827
90,0.05850720811618726
91,0.05843499378001031
92,0.05848374717108854
93,0.05841325639253809
94,0.05849483161683811
95,0.05838934103114896
96,0.058409532956619714
97,0.05843721975442045
98,0.05837758869900488
99,0.05852013952450052
