epoch,loss
0,0.15235992857707512
1,0.1516000709225432
2,0.15096462196178112
3,0.15023111899141073
4,0.1496599143849056
5,0.14913734037406867
6,0.1485063046623173
7,0.14788717392529535
8,0.14735631323670215
9,0.14686459703869725
10,0.14642035571394751
11,0.1459708351580558
12,0.14538593891839052
13,0.1449131570653319
14,0.14441132301589923
15,0.14407057766985035
16,0.1435738256315508
17,0.14321802588244856
18,0.142801819313956
19,0.14235128963347998
20,0.14200236483269796
21,0.14161910649853182
22,0.1411798986070724
23,0.14082807855887827
24,0.14054602082935616
25,0.14013319550545167
26,0.1397424001254708
27,0.13948794237635379
28,0.1391510933691328
29,0.13880314362282087
